window_size	method	k	silhouette	within_cluster_dispersion	between_cluster_distance	cluster_sizes	transition_count	segment_fragmentation
100	contiguous_segmentation	12	-0.020805324111478216	0.8325484355987561	0.8312765898307569	5,3215,18,307,166,217,81,155,41,37,105,15	11	1
100	k_medoids	13	0.019035404653215814	0.8191532141265991	0.8384145973115827	1378,180,355,17,1300,18,91,399,17,85,147,358,17	449	34.61538461538461
100	contiguous_segmentation	13	-0.0187475772608994	0.8326455072752703	0.8312646998987602	5,3215,18,307,166,24,193,81,155,41,37,105,15	12	1
100	k_medoids	14	0.010940437230393141	0.8152626564599328	0.8367833270957359	375,270,437,17,267,659,18,520,433,586,41,291,197,251	554	39.642857142857146
100	contiguous_segmentation	14	-0.02481610687499325	0.8326933206245015	0.8312593784955609	5,3215,18,307,166,24,193,17,64,155,41,37,105,15	13	1
100	k_medoids	15	0.010981198193928086	0.8156811745849409	0.837979572307325	165,647,17,835,35,18,633,73,19,301,70,148,131,1214,56	485	32.4
100	contiguous_segmentation	15	-0.024355171490351248	0.8322508661256516	0.8315693692249594	5,119,3096,18,307,166,24,193,17,64,155,41,37,105,15	14	1
200	k_medoids	2	0.008037021988590543	0.7512981142917596	0.7574508464026825	1159,1017	113	57
200	contiguous_segmentation	2	-0.001152455032000721	0.7536408399278172	0.75273715739712	1500,676	1	1
200	k_medoids	3	0.006905764214511707	0.7479035667725494	0.7585307872474195	812,513,851	143	48
200	contiguous_segmentation	3	-0.010422691004364564	0.7536586853165798	0.7527746564607433	5,1495,676	2	1
200	k_medoids	4	0.006162645477826729	0.7482270392899075	0.7594032450799335	957,41,381,797	137	34.5
200	contiguous_segmentation	4	-0.009369320595356423	0.7525132161068524	0.7560754679635329	5,829,666,676	3	1
200	k_medoids	5	0.0028709631726566067	0.7473163265063224	0.7575924118882	622,26,638,441,449	140	28.2
200	contiguous_segmentation	5	-0.01004173045690951	0.751991023378215	0.7565376959222097	5,829,384,282,676	4	1
200	k_medoids	6	0.002985933944183255	0.7479509654223647	0.7565555030796843	475,464,15,256,485,481	158	26.5
200	contiguous_segmentation	6	-0.00999561851011873	0.7519370808118214	0.7568082279856293	5,829,305,79,282,676	5	1
200	k_medoids	7	0.010607299016604187	0.7423521730623436	0.7581411750436501	597,16,184,328,479,259,313	134	19.285714285714285
200	contiguous_segmentation	7	-0.01012969612988796	0.7518860114053519	0.7569164502948489	5,829,111,194,79,282,676	6	1
200	k_medoids	8	0.008242288399599212	0.7419885201910245	0.7576752529125623	420,265,16,214,464,243,404,150	157	19.75
200	contiguous_segmentation	8	-0.01319861947242996	0.7511802853758359	0.7569125682050711	5,829,111,18,176,79,282,676	7	1
200	k_medoids	9	0.0049317029478180415	0.7412152152794662	0.7570487236145084	328,288,109,413,16,177,442,197,206	166	18.555555555555557
200	contiguous_segmentation	9	-0.01410530590993358	0.7505268827510367	0.756951914104335	5,829,111,18,176,79,222,60,676	8	1
200	k_medoids	10	0.005908158488931658	0.7407281650967787	0.7571743190287216	473,15,193,279,256,267,99,279,182,133	149	15
200	contiguous_segmentation	10	-0.015344655123536853	0.7501743021050521	0.7561178895669786	5,829,111,18,176,79,222,60,275,401	9	1
200	k_medoids	11	0.008615191564571118	0.7418416328214864	0.7568749330439165	430,46,16,402,217,383,160,16,256,235,15	167	15.272727272727273
200	contiguous_segmentation	11	-0.02007784217721225	0.7499475984245217	0.7557754202183968	5,829,111,18,176,79,222,60,275,72,329	10	1
200	k_medoids	12	0.020351238766263477	0.7407903893407309	0.7575356291768711	485,261,16,15,397,275,16,44,226,264,8,169	160	13.416666666666666
200	contiguous_segmentation	12	-0.020806697009904097	0.7497250625005584	0.7554735976324296	5,829,111,18,176,79,222,60,275,72,113,216	11	1
200	k_medoids	13	0.015246126440173919	0.7376153023198098	0.7573625992827286	57,375,174,16,16,107,301,147,150,319,205,294,15	154	11.923076923076923
200	contiguous_segmentation	13	-0.020162352218766843	0.7490953516715312	0.755537210449262	5,829,111,18,91,85,79,222,60,275,72,113,216	12	1
200	k_medoids	14	0.014506266992930582	0.7383586135989323	0.7569512181570589	242,297,16,237,307,15,59,207,16,78,133,365,189,15	171	12.285714285714286
200	contiguous_segmentation	14	-0.019724409830000032	0.7479159549513931	0.7555498950547942	5,829,111,18,91,18,67,79,222,60,275,72,113,216	13	1
200	k_medoids	15	0.013571840838385892	0.7373148019321953	0.7566949344059022	228,64,13,113,14,297,215,269,215,146,228,90,14,68,202	171	11.466666666666667
200	contiguous_segmentation	15	-0.015069709094022818	0.747479402541415	0.7555734063055046	5,829,111,18,91,18,67,79,222,60,275,72,113,210,6	14	1
500	k_medoids	2	0.010323399938118698	0.6311713752228153	0.6377832995941853	579,286	37	19
500	contiguous_segmentation	2	0.012527261466052477	0.6274191313813143	0.6354232273105221	622,243	1	1
500	k_medoids	3	0.04136926595585514	0.6242634989805933	0.6609833242435929	733,108,24	12	4.333333333333333
