token	direction	global_count	eligible_blocks	joint_classes	pairwise_js_mean	pairwise_js_median	pairwise_js_min	pairwise_js_sd	lobo_median_correlation	lobo_mean_correlation	lobo_median_spearman	sign_agreement	permutation_p	sign_permutation_p	entropy_effect	entropy_sign_consistency	entropy_permutation_p	entropy_status	replicated
x019048	outgoing	105	4	2	0.9975906006	0.9976843942	0.9971114637	0.0004344468416	0.515799844	0.5078241915	0.3641845116	0.8422067901	0.6133866134	0.8441558442	0.423064638	1	0.2837162837	INSUFFICIENT_SUPPORT	false
x019049	outgoing	53	1	1	0	0	1	0	0	0	0	0.3163580247	0.000999000999	0.000999000999	0.3546516931	1	0.000999000999	INSUFFICIENT_SUPPORT	false
x019321	outgoing	35	1	1	0	0	1	0	0	0	0	0.1543209877	0.000999000999	0.000999000999	0.4604678263	1	0.000999000999	INSUFFICIENT_SUPPORT	false
x024744	outgoing	22	1	1	0	0	1	0	0	0	0	0.1635802469	0.000999000999	0.000999000999	0.430148911	1	0.000999000999	INSUFFICIENT_SUPPORT	false
x024822	outgoing	34	1	1	0	0	1	0	0	0	0	0.1342592593	0.000999000999	0.000999000999	0.4233096478	1	0.000999000999	INSUFFICIENT_SUPPORT	false
x024823	outgoing	24	1	1	0	0	1	0	0	0	0	0.3101851852	0.000999000999	0.000999000999	0.3888605336	1	0.000999000999	INSUFFICIENT_SUPPORT	false
x028386	outgoing	182	13	4	0.9947000056	0.9948310571	0.9920237911	0.001091070664	0.5808529069	0.5736280088	0.4182337896	0.8304843305	0.981018981	0.979020979	0.4125916487	1	0.8681318681	INSUFFICIENT_SUPPORT	false
x028387	outgoing	147	4	4	0.99483604	0.994837135	0.9937012351	0.0008013572519	0.5107966889	0.507169677	0.3605463917	0.8020833333	0.3236763237	0.04695304695	0.3954468975	1	0.972027972	INSUFFICIENT_SUPPORT	false
x028389	outgoing	89	1	1	0	0	1	0	0	0	0	0.1296296296	0.000999000999	0.000999000999	0.3835386902	1	0.000999000999	INSUFFICIENT_SUPPORT	false
x028392	outgoing	661	61	4	0.9985295101	0.9988386346	0.9959677788	0.0008028486768	0.6213118253	0.6126418889	0.4388291782	0.8073011536	0.000999000999	0.8941058941	0.392327546	1	0.000999000999	REPRODUCIBLY_BROAD	false
x028393	outgoing	563	57	4	0.9982167109	0.9982621758	0.9937012351	0.001082114785	0.6209405652	0.6132427776	0.4402774391	0.8205273987	0.000999000999	0.7842157842	0.3909679123	1	0.000999000999	REPRODUCIBLY_BROAD	false
x028394	outgoing	446	54	4	0.9986208005	0.9988386346	0.9949472634	0.0008405534076	0.6220752855	0.617850204	0.4460150909	0.8207590306	0.001998001998	0.2207792208	0.3947895394	1	0.000999000999	REPRODUCIBLY_BROAD	false
x028395	outgoing	324	32	4	0.9986921961	0.9988386346	0.9965372133	0.0007123493299	0.6192204398	0.6109202391	0.4329900577	0.8361304012	0.002997002997	0.8551448551	0.4038174011	1	0.000999000999	REPRODUCIBLY_BROAD	false
