Corpus	ChainLength	Chain
Longfellow	17	Save -> gave -> game -> games -> names -> name -> same -> safe -> save -> have -> wave -> Waved -> saved -> sated -> Seated -> seamed -> Seemed
Longfellow	3	Scattered -> shattered -> chattered
Longfellow	5	Screamed -> Streamed -> Streaked -> streamed -> screamed
Longfellow	3	Seized -> seize -> seized
Longfellow	3	Serpent -> serpents -> serpent
Longfellow	6	Seven -> even -> seven -> seen -> been -> keen
Longfellow	9	Shada -> shade -> shake -> Shakes -> shapes -> Shaped -> Shared -> scared -> scaled
Longfellow	3	Shields -> shield -> shields
Longfellow	8	Shirts -> shirt -> Short -> shore -> share -> shame -> shape -> shaped
Longfellow	6	Shouted -> Spouted -> Spotted -> sported -> spouted -> shouted
Longfellow	3	Silver -> silvery -> silver
Longfellow	5	Skin -> Skins -> skies -> skins -> skin
Longfellow	3	Slain -> plain -> plains
Longfellow	6	Smoke -> Smoked -> smoke -> Smote -> smite -> Spite
Longfellow	3	Smoothed -> Soothed -> smoothed
Longfellow	3	Soft -> oft -> off
Longfellow	14	Soiled -> Toiled -> coiled -> soiled -> sailed -> Wailed -> Waited -> Wafted -> waited -> wafted -> wanted -> wasted -> fasted -> feasted
Longfellow	3	Sought -> fought -> sought
Longfellow	3	Souls -> soul -> souls
Longfellow	4	South -> Youth -> mouth -> month
Longfellow	3	Spake -> space -> spaces
Longfellow	5	Speak -> speaks -> speak -> spear -> smear
Longfellow	3	Speaking -> sneaking -> speaking
Longfellow	3	Sped -> speed -> sped
Longfellow	4	Spirit -> Spirits -> spirit -> spirits
Longfellow	3	Spots -> pots -> plots
Longfellow	6	Sprang -> Spring -> Springs -> spring -> springs -> strings
Longfellow	3	Stands -> stand -> stands
Longfellow	4	Started -> stared -> Stayed -> Swayed
Longfellow	3	Stood -> Stoop -> stood
Longfellow	8	Storm -> storms -> storm -> stormy -> story -> stony -> stone -> shone
Longfellow	3	Storytellers -> storyteller -> storytellers
Longfellow	3	Strangers -> stranger -> Stronger
Longfellow	3	Streaks -> streams -> streaks
Longfellow	3	Streaming -> screaming -> streaming
Longfellow	3	Striding -> striving -> strivings
Longfellow	6	Strike -> stride -> strife -> strive -> strove -> strode
Longfellow	3	Strong -> Strung -> strong
Longfellow	4	Struggle -> struggled -> struggle -> struggles
Longfellow	4	Summer -> Summers -> summer -> summers
Longfellow	3	Sure -> cure -> curse
Longfellow	6	Sweet -> sweat -> seat -> heat -> heal -> meal
Longfellow	3	Swerve -> swerved -> served
Longfellow	4	Swung -> stung -> sung -> hung
Longfellow	4	Tales -> takes -> taken -> oaken
Longfellow	5	Talked -> Walked -> talked -> talker -> Taller
Longfellow	5	Thick -> Think -> chink -> chinks -> chins
Longfellow	3	Thinking -> thanking -> thinking
Longfellow	4	Though -> Thought -> though -> Through
Longfellow	5	Three -> Threw -> three -> threw -> throw
Longfellow	3	Thunder -> thunders -> thunder
Longfellow	3	Time -> times -> time
Longfellow	6	Touch -> couch -> pouch -> touch -> tough -> rough
Longfellow	4	Touched -> touches -> couches -> pouches
Longfellow	4	Toward -> Towards -> toward -> coward
Longfellow	4	Trembled -> tremble -> trembled -> trembles
Longfellow	3	True -> tree -> free
Longfellow	3	Tugged -> rugged -> tugged
Longfellow	8	Two -> to -> do -> lo -> low -> flow -> slow -> slew
Longfellow	3	Up -> us -> up
Longfellow	3	Uttered -> muttered -> uttered
Longfellow	3	Valley -> valleys -> valley
Longfellow	14	Wait -> bait -> gait -> wait -> waft -> want -> wand -> wands -> Winds -> wind -> Wild -> mild -> mid -> amid
Longfellow	11	Walk -> Walks -> walk -> wall -> all -> call -> calls -> falls -> fall -> full -> dull
Longfellow	4	Warning -> warnings -> warning -> warring
Longfellow	3	Warriors -> warrior -> warriors
Longfellow	5	Water -> later -> water -> waters -> watery
Longfellow	3	Welcome -> Welcomed -> welcome
Longfellow	15	Where -> there -> where -> were -> wore -> bore -> lore -> more -> move -> moved -> roved -> proved -> prove -> grove -> groves
Longfellow	4	While -> White -> while -> awhile
Longfellow	3	Whirling -> Whirring -> whirling
Longfellow	3	Whispered -> whimpered -> whispered
Longfellow	3	Whispering -> whimpering -> whispering
Longfellow	7	Who -> Whom -> who -> Why -> thy -> they -> them
Longfellow	3	Wigwam -> wigwams -> wigwam
Longfellow	3	Winter -> winters -> winter
Longfellow	3	With -> kith -> with
Longfellow	4	Woman -> womans -> woman -> women
Longfellow	4	Wrapped -> trapped -> wrapped -> wrapper
Longfellow	5	Wrestled -> wrestle -> wrestled -> wrestler -> wrestlers
Longfellow	8	Yet -> get -> let -> met -> me -> men -> ten -> tens
Longfellow	13	You -> your -> four -> hour -> our -> oer -> or -> nor -> no -> nod -> not -> now -> how
Longfellow	7	across -> cross -> crows -> crown -> brown -> grown -> groan
Longfellow	5	any -> many -> manly -> madly -> sadly
Longfellow	3	arrow -> arrows -> arrowy
Longfellow	4	aside -> side -> sides -> sires
Longfellow	4	away -> way -> lay -> lazy
Longfellow	5	balm -> balms -> palms -> palm -> calm
Longfellow	7	beaks -> beams -> seams -> seats -> sets -> nets -> nests
Longfellow	4	bends -> ends -> end -> send
Longfellow	3	blasting -> boasting -> boastings
Longfellow	6	bowls -> fowls -> owls -> owl -> oil -> toil
Longfellow	3	braids -> brains -> brain
Longfellow	6	breed -> reed -> heed -> heeds -> heels -> wheels
Longfellow	3	certain -> curtain -> curtains
Longfellow	3	chanted -> chatted -> chatter
Longfellow	3	cracks -> tracks -> traces
Longfellow	3	cry -> dry -> try
Longfellow	3	cut -> out -> put
Longfellow	3	dark -> lark -> mark
Longfellow	3	dingle -> single -> singly
Longfellow	3	diver -> river -> rivers
Longfellow	4	doors -> moors -> moods -> moody
Longfellow	6	down -> own -> on -> son -> so -> sob
Longfellow	4	drag -> draw -> drawn -> draws
Longfellow	6	dread -> dream -> dreams -> dreamy -> dreary -> drear
Longfellow	5	drest -> rest -> test -> vest -> vast
Longfellow	9	drifts -> rifts -> rift -> gift -> lift -> life -> line -> lines -> lanes
Longfellow	6	dust -> gust -> guest -> guests -> gusts -> gusty
Longfellow	3	emotion -> motion -> motions
Longfellow	4	faded -> waded -> waved -> waves
Longfellow	5	fear -> fears -> tears -> wears -> weary
Longfellow	4	fierce -> pierce -> piece -> pieces
Longfellow	4	fists -> mists -> mist -> misty
Longfellow	3	flecks -> flocks -> flock
Longfellow	3	flies -> lies -> lips
Longfellow	4	foaming -> roaming -> roaring -> soaring
Longfellow	4	follow -> follows -> hollows -> hollow
Longfellow	3	gear -> year -> years
Longfellow	3	ghost -> ghosts -> hosts
Longfellow	8	gone -> none -> nine -> mine -> mile -> miles -> piles -> pipes
Longfellow	3	guns -> runs -> ruins
Longfellow	6	has -> was -> war -> ward -> warm -> warn
Longfellow	3	herbs -> heros -> heron
Longfellow	4	hold -> holds -> holes -> homes
Longfellow	3	hunger -> hunter -> hunted
Longfellow	3	kindle -> kindled -> kindred
Longfellow	3	lords -> words -> woods
Longfellow	3	lost -> most -> moss
Longfellow	4	marrow -> morrow -> sorrow -> sorrows
Longfellow	3	modest -> molest -> molests
Longfellow	5	mould -> would -> world -> word -> sword
Longfellow	14	need -> weed -> wed -> red -> read -> ready -> reedy -> reeds -> weeds -> weeks -> seeks -> seek -> seem -> sees
Longfellow	3	paints -> points -> point
Longfellow	5	pine -> wine -> wide -> widen -> wider
Longfellow	3	players -> prayers -> prayer
Longfellow	3	pursue -> pursued -> pursues
Longfellow	6	rang -> ring -> rings -> wings -> winds -> windy
Longfellow	4	scars -> stars -> star -> spar
Longfellow	3	scooped -> stooped -> stopped
Longfellow	3	seated -> skated -> skates
Longfellow	8	set -> wet -> we -> woe -> won -> woo -> too -> took
Longfellow	3	shadow -> shadows -> shadowy
Longfellow	3	shells -> spells -> spell
Longfellow	3	shod -> shot -> shout
Longfellow	3	sing -> swing -> swung
Longfellow	3	slept -> swept -> sweet
Longfellow	5	songs -> sons -> suns -> sun -> spun
Longfellow	3	stem -> step -> steps
Longfellow	3	tattered -> tittered -> tottered
Longfellow	3	thicker -> thicket -> thickets
Longfellow	3	thing -> things -> thongs
Longfellow	5	tone -> tore -> torn -> town -> towns
Longfellow	3	use -> used -> uses
Longfellow	3	valor -> vapor -> vapors
Longfellow	4	wasp -> wisp -> wise -> wife
Longfellow	3	well -> will -> wild
Longfellow	4	whimper -> whisper -> whispers -> whiskers
Longfellow	3	winding -> windings -> winnings
Longfellow	3	wing -> wring -> wrung
Astafiev	9	025 -> 05 -> 04 -> 24 -> 2 -> 1 -> 10 -> 100 -> 1000
Astafiev	4	075 -> 175 -> 115 -> 1015
Astafiev	15	106 -> 16 -> 12 -> 120 -> 110 -> 113 -> 13 -> 130 -> 140 -> 150 -> 15 -> 125 -> 225 -> 2025 -> 2022
Astafiev	11	11189 -> 1189 -> 1188 -> 188 -> 18 -> 17 -> 170 -> 160 -> 180 -> 189 -> 189л
Astafiev	25	190 -> 90 -> 20 -> 200 -> 2030 -> 230 -> 220 -> 22 -> 23 -> 25 -> 250 -> 240 -> 270 -> 70 -> 30 -> 3 -> 34 -> 35 -> 350 -> 300 -> 400 -> 40 -> 4 -> 45 -> 425
Astafiev	8	1й -> 2й -> 8й -> 8 -> 5 -> 50 -> 450 -> 4050
Astafiev	3	21189 -> 2189 -> 3189
Astafiev	15	36 -> 56 -> 5м -> 6м -> 6 -> 60 -> 600 -> 500 -> 700 -> 750 -> 650 -> 65 -> 75 -> 7 -> 71
Astafiev	3	80 -> 800 -> 900
Astafiev	6	85 -> 8м -> им -> и -> 9 -> 93
Astafiev	11	a -> d -> j -> а -> б -> бы -> был -> была -> бела -> белка -> белках
Astafiev	3	апельсин -> апельсина -> апельсины
Astafiev	3	баба -> бабу -> бабы
Astafiev	3	баклажан -> баклажана -> баклажаны
Astafiev	4	банки -> банку -> манку -> манки
Astafiev	4	баранина -> баранине -> баранину -> баранины
Astafiev	3	батон -> батона -> батоны
Astafiev	5	белее -> белке -> белки -> булки -> булку
Astafiev	6	белков -> белком -> белом -> белое -> белой -> белок
Astafiev	13	белые -> белый -> белым -> белыми -> целыми -> целым -> целом -> целой -> целей -> целый -> целые -> целых -> белых
Astafiev	3	бисквит -> бисквита -> бисквиту
Astafiev	5	бисквитное -> бисквитной -> бисквитный -> бисквитные -> бисквитных
Astafiev	3	битки -> нитки -> нитку
Astafiev	3	бифштекс -> бифштексу -> бифштексы
Astafiev	3	блин -> блина -> блины
Astafiev	4	блинчик -> блинчика -> блинчики -> блинчику
Astafiev	4	блюд -> блюда -> блюдам -> блюдах
Astafiev	3	блюде -> блюдо -> блюдом
Astafiev	14	боку -> сбоку -> соку -> соду -> воду -> вода -> вида -> вид -> виде -> виды -> воды -> воде -> соде -> соды
Astafiev	7	больше -> большее -> большей -> большем -> большим -> большие -> больших
Astafiev	3	большое -> большой -> большом
Astafiev	3	ботва -> ботву -> ботвы
Astafiev	4	брожение -> брожении -> брожению -> брожения
Astafiev	3	брусника -> бруснике -> брусники
Astafiev	3	брюшка -> брюшке -> брюшко
Astafiev	3	бульон -> бульона -> бульонах
Astafiev	3	бульоне -> бульону -> бульоны
Astafiev	4	бумага -> бумаге -> бумаги -> бумагу
Astafiev	3	быстрее -> быстрое -> быстро
Astafiev	3	быть -> мыть -> смыть
Astafiev	9	в -> во -> до -> д -> г -> е -> ее -> еде -> где
Astafiev	3	ванили -> ванилин -> ванилина
Astafiev	4	ванильные -> ванильный -> ванильным -> ванильными
Astafiev	9	вареная -> варенья -> варенье -> вареное -> вареной -> вареный -> вареные -> вареным -> вареными
Astafiev	9	вареных -> жареных -> жареные -> жаренные -> жаренное -> жареное -> жареной -> жареный -> жаренный
Astafiev	7	вареньем -> жареньем -> жаренье -> жареньи -> жаренья -> жареная -> жаренная
Astafiev	4	варилась -> варились -> жарились -> жарилось
Astafiev	3	варился -> варится -> вариться
Astafiev	3	варить -> жарить -> парить
Astafiev	3	варкой -> жаркой -> жаркое
Astafiev	10	вбить -> взбить -> выбить -> вылить -> влить -> лить -> жить -> пить -> пять -> опять
Astafiev	3	вверх -> верх -> верха
Astafiev	3	вводят -> входят -> входит
Astafiev	3	вермишели -> вермишель -> вермишелью
Astafiev	4	веточка -> веточке -> веточки -> веточку
Astafiev	3	ветчина -> ветчину -> ветчины
Astafiev	4	веществ -> вещества -> веществам -> веществами
Astafiev	4	взбитое -> взбитой -> взбитом -> взбитому
Astafiev	5	взбитые -> взбитый -> взбитым -> взбитыми -> избитыми
Astafiev	3	видно -> вино -> вина
Astafiev	7	вином -> свином -> свиное -> свиной -> спиной -> спинкой -> спинной
Astafiev	3	витамин -> витамина -> витамины
Astafiev	3	вишневые -> вишневый -> вишневым
Astafiev	3	вишни -> вишню -> вишня
Astafiev	3	вкус -> вкуса -> вкусу
Astafiev	3	вливать -> выливать -> выпивать
Astafiev	6	вливая -> сливая -> слива -> слив -> сливу -> сливы
Astafiev	6	вместе -> вместо -> место -> мест -> места -> местах
Astafiev	3	вниз -> внизу -> снизу
Astafiev	3	водой -> содой -> собой
Astafiev	3	воздушной -> воздушный -> воздушные
Astafiev	4	все -> всей -> всем -> всех
Astafiev	3	вставать -> вставить -> выставить
Astafiev	3	выделение -> выделению -> выделения
Astafiev	4	вымытое -> вымытые -> вымыты -> вымытый
Astafiev	4	вынута -> вынуты -> вынутые -> вынутых
Astafiev	5	газа -> раза -> раз -> зраз -> зразы
Astafiev	4	гарнир -> гарнира -> гарниру -> гарниры
Astafiev	3	гвоздика -> гвоздики -> гвоздику
Astafiev	5	гладкий -> сладкий -> сладкие -> сладким -> сладких
Astafiev	4	говядина -> говядине -> говядину -> говядины
Astafiev	18	год -> под -> по -> ко -> к -> ка -> за -> на -> дна -> два -> две -> дне -> дней -> ней -> ей -> ею -> шею -> шеи
Astafiev	13	голов -> голову -> головы -> готовы -> готов -> готова -> готово -> готовое -> готовой -> готовый -> готовые -> готовым -> готовыми
Astafiev	4	голода -> холода -> холод -> холоде
Astafiev	7	горке -> горки -> корки -> коржи -> кожи -> кожа -> кожу
Astafiev	3	горох -> гороха -> горохе
Astafiev	3	горошка -> горошке -> горошку
Astafiev	3	горчица -> горчицу -> горчицы
Astafiev	4	горчичное -> горчичном -> горчичным -> горчичный
Astafiev	6	горячее -> горячей -> горячем -> горячим -> горячие -> горячий
Astafiev	3	греть -> треть -> тереть
Astafiev	3	грецкие -> грецкий -> грецких
Astafiev	5	грибное -> грибной -> грибном -> грибным -> грибные
Astafiev	3	грудке -> грудки -> грудку
Astafiev	4	груз -> груш -> груша -> груши
Astafiev	3	групп -> группе -> группы
Astafiev	6	густо -> густое -> густой -> густом -> густым -> густых
Astafiev	3	густоте -> густоту -> густоты
Astafiev	3	гусь -> гусю -> гуся
Astafiev	6	дальше -> дольше -> дольке -> долька -> дольки -> дольку
Astafiev	11	дли -> для -> дня -> дно -> дном -> одном -> одно -> одна -> одни -> одну -> дну
Astafiev	3	добавив -> добавит -> добавить
Astafiev	3	доведя -> доводя -> доводят
Astafiev	5	дожарить -> пожарить -> поварить -> проварить -> прожарить
Astafiev	4	дожить -> долить -> полить -> подлить
Astafiev	3	должна -> должно -> должны
Astafiev	3	доливать -> поливать -> подливать
Astafiev	3	доливая -> поливая -> подливая
Astafiev	14	дома -> кома -> ком -> ром -> рома -> сома -> сама -> сала -> салат -> салата -> салака -> салаку -> салату -> салаты
Astafiev	5	доставать -> доставить -> оставить -> отставить -> отставать
Astafiev	3	достаточно -> достаточное -> достаточном
Astafiev	9	др -> пр -> п -> л -> ли -> или -> ила -> игла -> иглу
Astafiev	3	дрожжевое -> дрожжевые -> дрожжевых
Astafiev	8	друг -> друга -> круга -> кругу -> крупу -> круп -> крупа -> крупы
Astafiev	3	другие -> другим -> другими
Astafiev	3	другое -> другой -> другом
Astafiev	3	духовке -> духовки -> духовку
Astafiev	3	дыни -> дыню -> дыня
Astafiev	3	его -> него -> чего
Astafiev	17	ему -> нему -> нем -> не -> же -> те -> т -> н -> ни -> низ -> из -> иг -> их -> них -> ним -> ними -> ими
Astafiev	4	жар -> жир -> жира -> жирах
Astafiev	3	жаром -> жиром -> жиров
Astafiev	3	желтка -> желтке -> желтки
Astafiev	3	животное -> животные -> животных
Astafiev	4	жидким -> жидком -> жидкое -> жидкой
Astafiev	3	жидкости -> жидкость -> жидкостью
Astafiev	3	жире -> жиру -> жиры
Astafiev	6	жирное -> жирной -> жирный -> жирные -> жирным -> жирных
Astafiev	7	жуки -> муки -> мук -> лук -> лука -> луку -> лунку
Astafiev	4	замоченной -> замоченный -> замоченные -> замоченным
Astafiev	3	запеканка -> запеканки -> запеканку
Astafiev	4	запеченное -> запеченные -> запеченный -> запеченным
Astafiev	3	заправка -> заправки -> заправку
Astafiev	4	заправленные -> заправленный -> заправленным -> заправленных
Astafiev	3	заправочные -> заправочный -> заправочных
Astafiev	3	зарумянился -> зарумянится -> зарумяниться
Astafiev	3	застыл -> застыла -> застыло
Astafiev	3	засылать -> засыпать -> насыпать
Astafiev	3	зелени -> зелень -> зеленью
Astafiev	6	зеленое -> зеленой -> зеленом -> зеленым -> зеленые -> зеленый
Astafiev	3	земляника -> земляники -> землянику
Astafiev	3	золотистой -> золотистый -> золотистым
Astafiev	3	избыточное -> избыточном -> избыточному
Astafiev	5	изделие -> изделий -> изделия -> изделиям -> изделиями
Astafiev	6	измельченное -> измельченной -> измельченный -> измельченные -> измельченным -> измельченными
Astafiev	4	икра -> икре -> икру -> икры
Astafiev	4	индейка -> индейке -> индейки -> индейку
Astafiev	3	испеченной -> испеченный -> испеченные
Astafiev	3	каждое -> каждой -> каждом
Astafiev	8	как -> мак -> мака -> мука -> муке -> муку -> руку -> рук
Astafiev	13	каком -> маком -> малом -> мало -> масло -> масла -> масле -> маслу -> массу -> масса -> массе -> массы -> муссы
Astafiev	3	кальмар -> кальмара -> кальмарах
Astafiev	4	капуста -> капусте -> капусту -> капусты
Astafiev	3	картофелин -> картофелину -> картофелины
Astafiev	3	картофель -> картофелю -> картофеля
Astafiev	6	картофельное -> картофельной -> картофельный -> картофельные -> картофельным -> картофельными
Astafiev	3	кастрюле -> кастрюли -> кастрюлю
Astafiev	3	качества -> качестве -> качество
Astafiev	3	каша -> каше -> кашей
Astafiev	5	каши -> кашу -> чашу -> чашку -> чашки
Astafiev	3	квас -> кваса -> квасе
Astafiev	3	кефир -> кефира -> кефире
Astafiev	6	кипела -> кипели -> кисели -> кисель -> киселю -> киселя
Astafiev	3	кипяченые -> кипяченым -> кипячеными
Astafiev	5	кипящее -> кипящей -> кипящем -> кипящим -> кипящий
Astafiev	6	кислое -> кислой -> кислот -> кислота -> кислоту -> кислоты
Astafiev	3	кислые -> кислым -> кислыми
Astafiev	3	клубника -> клубники -> клубнику
Astafiev	3	клюква -> клюкву -> клюквы
Astafiev	4	книга -> книге -> книги -> книгу
Astafiev	3	кого -> того -> этого
Astafiev	3	когти -> кости -> кость
Astafiev	3	кожей -> коржей -> корней
Astafiev	12	кожица -> кожицу -> кожицы -> корицы -> корица -> корицу -> курицу -> курица -> курице -> курицей -> корицей -> кожицей
Astafiev	3	кожуре -> кожуру -> кожуры
Astafiev	3	колбаса -> колбасу -> колбасы
Astafiev	8	коли -> соли -> сои -> свои -> свой -> своей -> свощей -> овощей
Astafiev	3	количестве -> количество -> количеством
Astafiev	8	колотых -> молотых -> молодых -> молодые -> молодым -> молотым -> молотые -> молотый
Astafiev	5	комочка -> комочки -> корочки -> корочка -> корочку
Astafiev	3	компот -> компота -> компотах
Astafiev	5	консервированной -> консервированный -> консервированные -> консервированным -> консервированными
Astafiev	3	конца -> конце -> концы
Astafiev	4	корейки -> корейку -> корешку -> корешки
Astafiev	3	корни -> корню -> корня
Astafiev	3	косточке -> косточки -> косточку
Astafiev	3	котлет -> котлету -> котлеты
Astafiev	7	которое -> которой -> котором -> которым -> которые -> который -> которых
Astafiev	3	край -> краю -> края
Astafiev	3	крапива -> крапиву -> крапивы
Astafiev	6	красной -> красном -> красным -> красные -> красный -> красных
Astafiev	4	крем -> крема -> кремам -> кремом
Astafiev	3	крови -> кровь -> кровью
Astafiev	3	кролик -> кролика -> кролику
Astafiev	5	крошки -> крошку -> крышку -> крышке -> крышки
Astafiev	5	крупнее -> крупные -> крупный -> крупной -> крупно
Astafiev	5	крутое -> крутом -> крутым -> крутые -> крутых
Astafiev	11	кто -> ото -> оно -> но -> ног -> мог -> мозг -> мозга -> мозги -> мезги -> мезгу
Astafiev	5	куда -> туда -> труда -> труд -> труде
Astafiev	4	кулебяка -> кулебяке -> кулебяки -> кулебяку
Astafiev	5	куриное -> куриные -> куриный -> куриным -> куриных
Astafiev	5	куска -> куски -> куску -> кучку -> кучки
Astafiev	3	кусочка -> кусочки -> кусочку
Astafiev	3	лавровый -> лавровым -> лавровых
Astafiev	3	лангет -> лангету -> лангеты
Astafiev	4	лапки -> лапши -> лапша -> лапшу
Astafiev	4	лед -> лес -> лещ -> леща
Astafiev	4	лепешка -> лепешке -> лепешки -> лепешку
Astafiev	3	лепить -> слепить -> следить
Astafiev	3	летние -> летний -> летних
Astafiev	4	ливера -> ликера -> ликер -> ликеры
Astafiev	5	лимонное -> лимонной -> лимонном -> лимонным -> лимонный
Astafiev	4	лист -> листа -> листе -> листы
Astafiev	4	ложка -> ложке -> ложки -> ложку
Astafiev	5	ломти -> ломтик -> ломтика -> ломтике -> ломтики
Astafiev	4	луковиц -> луковица -> луковицу -> луковицы
Astafiev	3	луковой -> луковый -> луковым
Astafiev	4	майонез -> майонеза -> майонезе -> майонезу
Astafiev	3	макаронный -> макаронным -> макаронными
Astafiev	3	маленькие -> маленький -> маленьких
Astafiev	5	малина -> малину -> малины -> маслины -> маслин
Astafiev	4	малиновое -> малиновые -> малиновый -> малиновым
Astafiev	4	маргарин -> маргарина -> маргарине -> маргарину
Astafiev	3	маринад -> маринада -> маринаде
Astafiev	4	маринованной -> маринованный -> маринованные -> маринованных
Astafiev	3	масляные -> масляный -> масляных
Astafiev	3	мелкие -> мелкий -> мелких
Astafiev	3	мелко -> мелкое -> мелкой
Astafiev	5	месте -> тесте -> теста -> тесто -> тесно
Astafiev	3	мешать -> смешать -> смещать
Astafiev	3	мин -> тмин -> тмина
Astafiev	3	минут -> минуту -> минуты
Astafiev	3	миске -> миски -> миску
Astafiev	3	мисочке -> мисочки -> мисочку
Astafiev	3	мл -> мм -> мы
Astafiev	3	мойва -> мойву -> мойвы
Astafiev	4	молока -> молоке -> молоко -> молоком
Astafiev	3	молочной -> молочном -> молочному
Astafiev	4	молочные -> молочный -> молочным -> молочных
Astafiev	4	моркови -> морковки -> морковка -> морковку
Astafiev	3	московские -> московский -> московским
Astafiev	3	мякоти -> мякоть -> мякотью
Astafiev	7	мяса -> мясе -> мясо -> мясом -> мясном -> мясное -> мясной
Astafiev	3	мясные -> мясным -> мясных
Astafiev	3	надреза -> надрезав -> надрезах
Astafiev	3	напитка -> напитки -> напитку
Astafiev	7	нарезанное -> нарезанной -> нарезанном -> нарезанным -> нарезанные -> нарезанный -> нарезанных
Astafiev	6	нарубленное -> нарубленной -> нарубленный -> нарубленные -> нарубленным -> нарубленными
Astafiev	5	натертое -> натертой -> натертый -> натертые -> натертым
Astafiev	3	натуральные -> натуральный -> натуральных
Astafiev	3	начинка -> начинки -> начинку
Astafiev	5	нашинкованной -> нашинкованный -> нашинкованные -> нашинкованным -> нашинкованными
Astafiev	3	небольшие -> небольшим -> небольшими
Astafiev	3	небольшое -> небольшой -> небольшом
Astafiev	5	нежной -> нужной -> нужно -> нужны -> нужных
Astafiev	4	некоторое -> некоторые -> некоторым -> некоторыми
Astafiev	3	необходимо -> необходимое -> необходимой
Astafiev	3	необходимые -> необходимым -> необходимыми
Astafiev	7	нищей -> пищей -> пище -> пища -> пива -> пиво -> пивом
Astafiev	9	норма -> норме -> норму -> нормы -> формы -> форм -> форма -> формам -> формах
Astafiev	5	о -> об -> обе -> обед -> обеда
Astafiev	4	обжаренные -> обжаренный -> обжаренным -> обжаренными
Astafiev	3	обмен -> обмене -> обмену
Astafiev	3	образовалась -> образовались -> образовалось
Astafiev	4	обсушить -> осушить -> посушить -> подсушить
Astafiev	3	объем -> объема -> объеме
Astafiev	6	овощное -> овощной -> овощном -> овощным -> овощные -> овощных
Astafiev	3	овсянка -> овсянки -> овсянку
Astafiev	5	овсянкой -> овсяной -> овсяный -> овсяные -> овсяных
Astafiev	3	огуречной -> огуречный -> огуречным
Astafiev	3	окрошка -> окрошки -> окрошку
Astafiev	3	омлет -> омлета -> омлетах
Astafiev	3	он -> она -> они
Astafiev	3	опара -> опару -> опары
Astafiev	3	определенное -> определенные -> определенных
Astafiev	4	организм -> организма -> организме -> организму
Astafiev	3	орех -> ореха -> орехи
Astafiev	4	основной -> основном -> основным -> основные
Astafiev	3	оставляют -> составляют -> составляет
Astafiev	7	оставшееся -> оставшейся -> оставшемся -> оставшимся -> оставшиеся -> оставшийся -> оставшихся
Astafiev	3	остается -> останется -> останутся
Astafiev	3	острого -> строго -> сырого
Astafiev	5	острой -> остром -> острым -> острые -> острый
Astafiev	5	остывшее -> остывшей -> остывший -> остывшие -> остывшим
Astafiev	3	остыл -> остыла -> остыло
Astafiev	15	от -> ст -> с -> р -> у -> ту -> тд -> то -> со -> см -> сом -> сок -> сока -> пока -> пола
Astafiev	3	отвар -> отвара -> отварах
Astafiev	3	отваре -> отвару -> отвары
Astafiev	4	отваренные -> отваренный -> отваренным -> отваренных
Astafiev	3	отварные -> отварным -> отварными
Astafiev	3	отжатые -> отжатый -> отжатым
Astafiev	6	охлажденное -> охлажденной -> охлажденном -> охлажденным -> охлажденные -> охлажденный
Astafiev	6	очищенное -> очищенной -> очищенный -> очищенные -> очищенным -> очищенными
Astafiev	4	па -> пар -> пара -> пару
Astafiev	3	панировка -> панировке -> панировки
Astafiev	3	пассерованные -> пассерованный -> пассерованным
Astafiev	5	пасту -> пасты -> пласты -> пласт -> пласта
Astafiev	4	пачка -> пачки -> почки -> почти
Astafiev	3	паштет -> паштета -> паштеты
Astafiev	3	пена -> пену -> пены
Astafiev	3	первые -> первый -> первых
Astafiev	3	пергамент -> пергамента -> пергаменте
Astafiev	3	перца -> перце -> перцем
Astafiev	3	песочное -> песочной -> песочный
Astafiev	4	петрушка -> петрушке -> петрушки -> петрушку
Astafiev	5	печени -> печень -> печенье -> печенке -> печенка
Astafiev	3	печеной -> печеный -> печеные
Astafiev	3	печеную -> печенью -> печенья
Astafiev	4	пирог -> пирога -> пироги -> пирогу
Astafiev	3	пирожное -> пирожные -> пирожных
Astafiev	3	питание -> питании -> питания
Astafiev	3	питательнее -> питательные -> питательных
Astafiev	4	пищеварение -> пищеварении -> пищеварению -> пищеварения
Astafiev	3	пищевые -> пищевым -> пищевых
Astafiev	5	плавлений -> плавленый -> плавленые -> плавленых -> плавленных
Astafiev	3	плавник -> плавника -> плавники
Astafiev	3	пленка -> пленки -> пленку
Astafiev	3	плите -> плиту -> плиты
Astafiev	3	плода -> плодам -> плодах
Astafiev	4	плоской -> полоской -> полосой -> полосок
Astafiev	3	повидла -> повидло -> повидлом
Astafiev	3	подгорел -> подгорела -> подгорело
Astafiev	6	подготовленное -> подготовленной -> подготовленный -> подготовленные -> подготовленным -> подготовленных
Astafiev	5	поджаренной -> поджаренный -> поджаренные -> поджаренным -> поджаренными
Astafiev	3	поджарка -> поджарке -> поджарку
Astafiev	3	подожить -> положить -> положитьв
Astafiev	3	подрумянился -> подрумянится -> подрумяниться
Astafiev	3	подсолнечное -> подсолнечном -> подсолнечным
Astafiev	3	подсыпать -> посыпать -> посылать
Astafiev	3	подходит -> подходить -> походить
Astafiev	3	позвоночник -> позвоночника -> позвоночники
Astafiev	4	покрыв -> покрыл -> покрыла -> покрыли
Astafiev	3	полное -> полной -> полном
Astafiev	3	полноценные -> полноценным -> полноценных
