window_size	method	k	silhouette	within_cluster_dispersion	between_cluster_distance	cluster_sizes	transition_count	segment_fragmentation
100	contiguous_segmentation	2	-0.0034096748958786214	0.8217482687416943	0.8189184906741795	3208,1154	1	1
100	k_medoids	3	0.006012056131989705	0.8171890108433195	0.8266740117263733	1990,1882,490	342	114.33333333333333
100	contiguous_segmentation	3	-0.003532330908615876	0.8214987606328554	0.8194785914309634	5,3203,1154	2	1
100	k_medoids	4	0.0027788728121560264	0.8175341362850975	0.8270537411669244	2331,793,967,271	384	96.25
100	contiguous_segmentation	4	-0.005455582238591436	0.8213092269161946	0.8195582037266622	5,3203,1142,12	3	1
100	k_medoids	5	0.004113435921651798	0.8130057151341292	0.8273842228759366	222,2065,177,772,1126	375	75.2
100	contiguous_segmentation	5	-0.00819733592795083	0.8206308073148764	0.8203313430969548	5,249,2954,1142,12	4	1
100	k_medoids	6	0.0016723122599008144	0.8117346989849201	0.8256966083469123	1276,87,1037,417,937,608	510	85.16666666666667
100	contiguous_segmentation	6	-0.01195434349776519	0.8202749945573597	0.8203060168914926	5,119,130,2954,1142,12	5	1
100	k_medoids	7	9.279615181278275e-05	0.810248877047049	0.8255674150487867	1030,1208,146,783,794,64,337	510	73
100	contiguous_segmentation	7	-0.014667343452980349	0.8199179668619443	0.8205414381639846	5,119,130,41,2913,1142,12	6	1
100	k_medoids	8	0.006504842150127491	0.8074182114645211	0.8260385981682904	412,321,17,539,744,1050,34,1245	468	58.625
100	contiguous_segmentation	8	-0.016798533664616377	0.819768232035772	0.8205445089358369	5,119,17,113,41,2913,1142,12	7	1
100	k_medoids	9	0.011854377001076888	0.8083818318323617	0.8256299286686175	1236,17,17,742,90,670,416,489,685	539	60
100	contiguous_segmentation	9	-0.017155699630592203	0.819448553247077	0.8214481614768768	5,119,17,113,41,62,2851,1142,12	8	1
100	k_medoids	10	0.011865811872804458	0.8072440955763424	0.8263190887883967	1588,792,433,378,17,123,17,589,391,34	469	47
100	contiguous_segmentation	10	-0.017845383597988655	0.8194646919723401	0.8218684080202086	5,119,17,113,41,62,65,2786,1142,12	9	1
100	k_medoids	11	0.009646706756090098	0.8060110325533273	0.825987129437997	1439,530,464,204,435,17,17,514,34,259,449	474	43.18181818181818
100	contiguous_segmentation	11	-0.017004246989953672	0.8187408274694373	0.8228778306248803	5,119,17,113,41,62,65,540,2246,1142,12	10	1
100	k_medoids	12	0.0054679967773935976	0.804052089683231	0.825077829457049	649,324,140,98,17,835,476,227,338,50,681,527	562	46.916666666666664
100	contiguous_segmentation	12	-0.016927408747349257	0.8186526912103813	0.8235228925738748	5,119,17,113,41,62,65,540,244,2002,1142,12	11	1
100	k_medoids	13	0.014580033164016272	0.8062177845215467	0.8288563210932642	1863,17,17,157,132,277,17,1165,381,89,49,103,95	422	32.53846153846154
100	contiguous_segmentation	13	-0.017973496770145703	0.8185194697420755	0.8231257300651215	5,119,17,113,41,62,65,540,244,204,1798,1142,12	12	1
100	k_medoids	14	0.008591424571361122	0.8023522166991347	0.8248472393145663	139,832,749,17,77,216,40,461,349,271,321,17,353,520	540	38.642857142857146
100	contiguous_segmentation	14	-0.017799882278460695	0.8183212243403255	0.8231380573032794	5,119,17,113,41,62,65,230,310,244,204,1798,1142,12	13	1
100	k_medoids	15	0.004196694304124286	0.8025806800900683	0.825090415132681	1037,240,78,691,69,56,17,532,238,34,339,455,133,75,368	508	33.93333333333333
100	contiguous_segmentation	15	-0.02152605090799461	0.8175509600665416	0.8231120344144406	5,119,17,113,41,62,65,230,34,276,244,204,1798,1142,12	14	1
200	k_medoids	2	0.010539146792463969	0.7333954249377473	0.7413062168894816	1067,1109	101	51
200	contiguous_segmentation	2	-0.010275179623707614	0.7363859823807221	0.7287108310621474	1769,407	1	1
200	k_medoids	3	0.006156877631638509	0.7307286102832491	0.7408648033505993	683,676,817	122	41
200	contiguous_segmentation	3	-0.012762325093052135	0.7350985373775746	0.730854622063503	122,1647,407	2	1
200	k_medoids	4	0.0143740675051653	0.7284256715623982	0.7447171467182965	1089,16,707,364	127	32
200	contiguous_segmentation	4	-0.011944656140345655	0.7341269847277225	0.7356546721459064	122,1165,482,407	3	1
200	k_medoids	5	0.010181918295642056	0.726712039245354	0.7414704335963135	741,16,390,473,556	149	30
200	contiguous_segmentation	5	-0.010814474537135098	0.7332664980448655	0.7379107562826629	122,716,449,482,407	4	1
200	k_medoids	6	0.006343224920683938	0.7288557303968176	0.7398339696083824	404,582,16,511,292,371	154	25.833333333333332
200	contiguous_segmentation	6	-0.010171995098164927	0.732750894221319	0.7383439111290769	122,199,517,449,482,407	5	1
200	k_medoids	7	0.0061459408518114225	0.7255057532788195	0.7405803146322316	500,196,15,147,601,463,254	147	21.142857142857142
200	contiguous_segmentation	7	-0.010195314466894215	0.7319683043763774	0.7383530567407838	122,199,155,362,449,482,407	6	1
200	k_medoids	8	0.005310870039014214	0.7260372967423655	0.7400520008953722	435,15,359,415,73,277,108,494	163	20.5
200	contiguous_segmentation	8	-0.010112566389930612	0.7317991505632687	0.7384132387360718	122,199,155,127,235,449,482,407	7	1
200	k_medoids	9	0.003637217500398389	0.7259651967995119	0.739524652195513	336,191,16,190,451,143,134,329,386	158	17.666666666666668
200	contiguous_segmentation	9	-0.010260535154561516	0.7316942666500037	0.738598233167869	122,199,155,127,235,107,342,482,407	8	1
200	k_medoids	10	0.015864377092547434	0.7238906246587816	0.7400777910806215	465,84,13,370,8,335,197,14,294,396	152	15.3
200	contiguous_segmentation	10	-0.011604702386727396	0.7309044782005882	0.7386634071490672	122,199,155,127,235,107,34,308,482,407	9	1
200	k_medoids	11	0.005154591085430461	0.72236991277831	0.7393985562586035	317,123,15,262,270,209,319,289,225,103,44	168	15.363636363636363
200	contiguous_segmentation	11	-0.011853833559578088	0.7307178066801439	0.7386616403977877	5,117,199,155,127,235,107,34,308,482,407	10	1
200	k_medoids	12	0.013902441571540776	0.7198767494224079	0.7399619950910544	395,15,129,15,278,226,276,72,77,225,105,363	155	13
200	contiguous_segmentation	12	-0.01479934488326516	0.7303161023928214	0.7385308318459751	5,117,199,155,127,235,107,34,308,60,422,407	11	1
200	k_medoids	13	0.010850085289844871	0.7226872523939074	0.7391857633575807	293,242,15,16,214,295,322,199,66,154,15,151,194	174	13.461538461538462
200	contiguous_segmentation	13	-0.013688604880098766	0.7293840664453726	0.7386315001566784	5,117,199,155,127,235,107,34,308,60,204,218,407	12	1
200	k_medoids	14	0.015565301518191008	0.7222809390310214	0.7395397475973013	269,16,160,146,167,305,70,14,262,338,15,15,347,52	162	11.642857142857142
