target_a	target_b	control_rank	control_a	control_b	distance	js_similarity	weighted_overlap	jaccard_support_overlap	observations_a	observations_b	reliability
x004625	x010314	1	x000027	x007926	15	0.3243648847380597	0.24139440787487168	0.09405940594059406	571	116	1
x004625	x010314	1	x000027	x007926	16	0.31261409513461014	0.22321698170179363	0.10849056603773585	571	116	1
x004625	x010314	1	x000027	x007926	17	0.3434773382851476	0.2512379974636149	0.08983451536643026	571	116	1
x004625	x010314	1	x000027	x007926	18	0.38246797687889444	0.28599251162509814	0.10194174757281553	571	116	1
x004625	x010314	1	x000027	x007926	19	0.33432237288807554	0.25769974032248333	0.09375	571	116	1
x004625	x010314	1	x000027	x007926	20	0.36760289565517656	0.28383356482879396	0.116751269035533	571	116	1
x004625	x010314	2	x004624	x007927	1	0.025565928558907047	0.013050570962479609	0.017006802721088437	613	108	1
x004625	x010314	2	x004624	x007927	2	0.26307816261911077	0.1866352486254607	0.08426966292134831	613	108	1
x004625	x010314	2	x004624	x007927	3	0.3547857182748563	0.26608664129055637	0.10875331564986737	613	108	1
x004625	x010314	2	x004624	x007927	4	0.34382240858898505	0.26661531025315693	0.09950248756218906	613	108	1
x004625	x010314	2	x004624	x007927	5	0.3163477239765029	0.2219956498096792	0.08354430379746836	613	108	1
x004625	x010314	2	x004624	x007927	6	0.36163116026161723	0.2588967433991904	0.09359605911330049	613	108	1
x004625	x010314	2	x004624	x007927	7	0.3015348229600132	0.22195033532717054	0.08695652173913043	613	108	1
x004625	x010314	2	x004624	x007927	8	0.34586213949092703	0.24157150625339852	0.09785202863961814	613	108	1
x004625	x010314	2	x004624	x007927	9	0.35068853642522235	0.2518881034378587	0.1	613	108	1
x004625	x010314	2	x004624	x007927	10	0.3570877278262726	0.27688659295510837	0.10653753026634383	613	108	1
x004625	x010314	2	x004624	x007927	11	0.29501549266036375	0.22084768291946105	0.08173076923076923	613	108	1
