token	block	direction	conditional_entropy	effective_successor_predecessor_count	baseline_entropy	entropy_effect	eligible
otaiin	1/1#3	outgoing	6.280347619	533.974251	5.577725823	0.7026217954	true
oty	1/1#3	outgoing	6.280347619	533.974251	5.577725823	0.7026217954	true
qotchy	1/1#3	outgoing	6.278081712	532.7656851	5.577725823	0.7003558889	true
qotor	1/1#3	outgoing	6.280347619	533.974251	5.577725823	0.7026217954	true
r	1/1#3	outgoing	6.280347619	533.974251	5.577725823	0.7026217954	true
s	1/1#3	outgoing	6.269311143	528.1134581	5.577725823	0.69158532	true
sho	1/1#3	outgoing	6.280347619	533.974251	5.577725823	0.7026217954	true
shy	1/1#3	outgoing	6.280347619	533.974251	5.577725823	0.7026217954	true
y	1/1#3	outgoing	6.284969958	536.4481742	5.577725823	0.7072441342	true
aiin	1/1#3	incoming	6.240311897	513.018495	5.577725823	0.6625860738	true
